id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
31485230,5★ Stylish 2 Bdr w/ Great Pool Gym @ BEST LOCATION,1493242,Sebastian,,Puerto Madero,-34.61764,-58.36304,Entire home/apt,5611,1,14,2019-07-14,2.69,10,362
31486217,Tu casa en BA,86737633,Gipi,,Recoleta,-34.5994,-58.3959,Entire home/apt,2513,4,0,,,2,0
31486446,Palermo. Depto. con patio en excelente ubicación,235894375,Mariana,,Palermo,-34.57929,-58.42594,Entire home/apt,1005,1,3,2019-02-24,0.58,1,0
31487158,Hermoso departamento monoambiente bien ubicado,159639293,Andres,,Villa Luro,-34.63882,-58.49724,Entire home/apt,808,1,11,2019-07-15,1.77,3,344
31487249,ALOJAMIENTO BARRACAS,226848739,Reb,,Barracas,-34.63426,-58.37591,Private room,1214,3,0,,,1,179
31488073,Departamento - DOWN TOWN - Buenos Aires,117691998,Federico,,Monserrat,-34.61331,-58.37846,Entire home/apt,1675,2,15,2019-07-14,2.69,5,288
31488171,Habitación Standard,231280454,Hotel,,Balvanera,-34.61586,-58.40877,Entire home/apt,1466,1,1,2019-03-05,0.22,2,335
31488288,EXCELENTE APARTAMENTO EN BELGRANO!!,144970977,Mercedes,,Belgrano,-34.56289,-58.46598,Entire home/apt,1089,4,3,2019-05-20,0.65,5,91
31489080,Amplio apartamento en el corazón de Palermo,91692717,Luis,,Palermo,-34.59245,-58.42363,Entire home/apt,1298,2,1,2019-04-02,0.28,1,11
31489524,Habitación Privada en Palermo,160698475,Vera Lucia,,Palermo,-34.59319,-58.41446,Private room,754,2,1,2019-04-21,0.34,1,365
31489733,Experiencia en Villa devoto,216900046,Mariel,,Villa Devoto,-34.61013,-58.50603,Entire home/apt,2261,15,0,,,1,0
31490110,"Excelente APTO 2PAX-PISCINA, GYM, LAUNDRY",2597734,BairesApartments,,Palermo,-34.58106,-58.43141,Entire home/apt,2387,5,3,2019-06-30,0.65,53,327
31490111,Moderno y Exquisito Apartamento en Palermo,231105157,Malena,,Palermo,-34.57609,-58.43523,Entire home/apt,2848,4,0,,,5,79
31490115,Luminous Studio in Recoleta,216430388,Welcome2BA,,Recoleta,-34.58633,-58.39455,Entire home/apt,2303,5,1,2019-03-06,0.23,18,352
31490350,Casa de La Abuela,26758516,Renata,,Villa Pueyrredon,-34.59143,-58.50443,Entire home/apt,1466,5,0,,,1,83
31490554,Full On Apart,146038649,Guido,,Villa Urquiza,-34.57222,-58.48611,Entire home/apt,1275,2,17,2019-07-14,3.70,1,81
31490568,Moderno Departamento monoambiente con Balcón,90846044,Martin Lucas,,Palermo,-34.59634,-58.41957,Entire home/apt,2094,2,9,2019-07-13,3.65,1,341
31490817,Cómodo dpto con patio en Parque Las Heras!,218486709,Melisa,,Palermo,-34.5828,-58.40897,Entire home/apt,1884,3,1,2019-01-26,0.17,1,0
31490820,LOFT CAÑITAS. AMOBLADO Y EQUIPADO. TODO INCLUIDO,34234550,María,,Palermo,-34.57152,-58.43099,Entire home/apt,1298,30,1,2019-03-18,0.25,1,150
31490974,Feel Like Home - Bfast - Swmpool,52581549,Carolina,,Palermo,-34.59321,-58.42625,Entire home/apt,2052,2,6,2019-07-14,1.84,3,338
31492033,Private house 6pax Palermo,97397235,Boutique,,Palermo,-34.58201,-58.44148,Entire home/apt,6281,1,5,2019-07-11,1.05,3,365
31492201,Maravillosa Recoleta,6872637,Danny,,Recoleta,-34.59432,-58.39095,Entire home/apt,4188,2,9,2019-07-10,1.48,7,1
31492545,"Downtown apartment, silent and very bright.",36866921,Mercedes,,Constitucion,-34.62232,-58.38495,Entire home/apt,1047,3,4,2019-07-06,1.19,1,44
31492620,Departamento nuevo y bien ubicado,71830634,Nano,,Almagro,-34.60995,-58.42812,Entire home/apt,1131,25,0,,,4,365
31492802,Huge private house Palermo hollywood,97397235,Boutique,,Palermo,-34.58238,-58.44361,Entire home/apt,6281,1,1,2019-03-24,0.26,3,365
31492904,New Cozy and Sunny Appartment in Palermo,5235971,Ignacio,,Palermo,-34.58574,-58.44255,Entire home/apt,1466,3,9,2019-06-23,1.89,1,159
31493341,MONO AMBIENTE AMPLIO Y LUMINOSO EN PALERMO!,51942562,Veronica,,Recoleta,-34.59491,-58.4133,Entire home/apt,879,6,2,2019-02-03,0.36,1,106
31493767,"Luminoso, excelente ubicacion Casco histórico",224497916,Marisol,,Monserrat,-34.61534,-58.3737,Entire home/apt,1466,3,3,2019-05-27,0.80,1,84
31493956,Casa de campo en Villa Urquiza!!!,171269342,Luciana,,Villa Urquiza,-34.57239,-58.47374,Entire home/apt,1424,10,0,,,1,0
31494253,Stuning 1 bedrom in Palermo Hollywood #QD713D,4442974,RentinBA,,Palermo,-34.57818,-58.43871,Entire home/apt,2931,5,2,2019-02-10,0.35,47,45
31494761,Un espacio y ubicación unica!,2684613,Ana,,Balvanera,-34.60963,-58.40465,Private room,544,1,2,2019-06-03,0.70,1,197
31495198,"Studio apartment - Palermo Soho, Buenos Aires",373629,Daniel,,Palermo,-34.58372,-58.42797,Entire home/apt,1340,7,0,,,16,15
31495376,"Palermo HOLLYWOOD - New, Modern - ALL AMENITIES!",16858955,Ezequiel,,Palermo,-34.5788,-58.42879,Entire home/apt,2094,2,12,2019-07-09,2.08,1,170
31495820,"Palermo c/cochera, vista al río, pileta, bicicleta",93748691,Adrian,,Palermo,-34.57697,-58.43163,Entire home/apt,4062,1,35,2019-07-12,5.68,1,334
31498725,Apartamento ideal para una persona o una pareja !,236003790,Franco,,Villa Crespo,-34.59489,-58.44368,Entire home/apt,33500,1,0,,,1,179
31499706,Dpto super equipado vista Pto Madero + Parking,124635636,Bautista,,San Telmo,-34.61604,-58.3667,Entire home/apt,4481,3,0,,,1,13
31501111,Spectacular Puerto Madero Apartment w/parking.,202781,Julieta,,Puerto Madero,-34.61359,-58.36302,Entire home/apt,10134,60,7,2019-05-09,1.32,1,358
31506631,"Studio apartment in Palermo, Buenos Aires.",114532700,Belén,,Palermo,-34.57231,-58.44011,Entire home/apt,1298,1,3,2019-01-27,0.49,1,0
31506969,Habitacion Individual en Villa crespo,235433517,Natalia,,Chacarita,-34.58952,-58.4431,Private room,544,2,3,2019-02-09,0.54,5,168
31507211,"muy alegre departamento, comodo y superubicado!",139152382,Flora,,Palermo,-34.57504,-58.42295,Entire home/apt,1466,4,11,2019-07-15,1.85,1,146
31507276,Enjoy Buenos Aires staying at it's heart!,120350351,Roberto,,Recoleta,-34.59291,-58.40612,Entire home/apt,2052,2,12,2019-07-09,3.87,1,188
31510263,Hermoso depto en Caballito con todo a estrenar!,56404761,Gabriela,,Caballito,-34.61409,-58.43181,Entire home/apt,1005,1,4,2019-04-02,0.80,1,0
31510446,Nice Studio in Palermo Hollywood,35068381,Matías,,Palermo,-34.58401,-58.44348,Entire home/apt,1340,7,0,,,1,89
31515196,Departamento Antiguo AA Recoleta,163287263,Alejandro,,Recoleta,-34.59305,-58.3925,Private room,838,1,14,2019-07-09,2.39,4,353
31515285,Hermoso y calido departamento entre BelgranoΝñez,12599281,Lucia Y Mauro,,Belgrano,-34.55427,-58.45746,Entire home/apt,2303,4,0,,,1,196
31515419,Habitación privada en departamento súper luminoso,4386707,Maria,,Belgrano,-34.56979,-58.46446,Private room,595,30,3,2019-06-30,0.69,1,239
31516044,"Unique, bright and magical apt. in Palermo Soho",118557735,Charly,,Palermo,-34.58629,-58.42718,Entire home/apt,1508,3,16,2019-07-14,2.76,1,199
31519095,"Cozy room in central location, Almagro - Recoleta",167182859,Bárbara,,Balvanera,-34.59871,-58.40845,Private room,628,3,0,,,1,288
31521359,Belgrano Private Room,191278316,Juan,,Belgrano,-34.55499,-58.4567,Private room,1131,1,4,2019-05-04,1.24,1,364
31523931,Depto cómodo y luminoso en Palermo Soho,75075453,Patricia Y Virginia,,Palermo,-34.58453,-58.42616,Entire home/apt,2722,31,0,,,2,350
31526094,"Relax@ Palermo
Bright, Zen & modern apartment",7875505,Constanza H,,Colegiales,-34.57902,-58.4411,Entire home/apt,1884,2,10,2019-07-14,1.91,1,39
31526883,"Tipico PH Palermoniano, refaccionado.",39401260,Pepe,,Palermo,-34.57665,-58.43138,Entire home/apt,1340,1,25,2019-05-19,4.46,1,334
31527107,Coqueto departamento al frente en San Telmo.,7185560,Lilian,,San Telmo,-34.61788,-58.37133,Entire home/apt,1633,2,1,2019-03-17,0.25,1,0
31527192,"La Isla: un hogar de tango, yoga y bicicletas",236259286,Mariana,,Balvanera,-34.60916,-58.39301,Private room,544,7,0,,,1,177
31527213,Departamento Antiguo A Recoleta,163287263,Alejandro,,Recoleta,-34.59173,-58.39244,Private room,838,1,6,2019-06-22,1.09,4,317
31530076,Perfectly located Studio in Recoleta,11256892,Facundo,,Recoleta,-34.58863,-58.39818,Entire home/apt,1675,2,16,2019-06-23,3.08,19,284
31531621,"Banho privado, terraço e tango!",236294901,Gisele,,Constitucion,-34.61903,-58.3847,Private room,1047,1,1,2019-04-20,0.34,1,154
31531692,Mi oasis verde en el corazón de Palermo Crespo,12904644,Marcela,,Villa Crespo,-34.59384,-58.43798,Entire home/apt,3141,3,0,,,1,342
31532195,Estudio / monoambiente puro aire y sol,236305225,Rodolfo,,Villa Urquiza,-34.56297,-58.49483,Entire home/apt,712,4,2,2019-02-11,0.37,1,0
31532986,VIVÍ BUENOS AIRES!,145495279,María Angélica,,Villa Crespo,-34.60084,-58.43891,Private room,586,1,5,2019-06-18,1.21,1,0
31533618,Estado de Israel,236319261,Cris,,Almagro,-34.59983,-58.42883,Private room,377,2,0,,,1,364
31533667,Comfy and modern apartment near subway,167616304,Natalia,,Caballito,-34.6132,-58.43338,Entire home/apt,1382,3,0,,,1,184
31533737,Elegant Aparment - Recoleta - Amazing Location!!,10461547,Sil,,Recoleta,-34.59886,-58.38969,Entire home/apt,1382,3,5,2019-07-10,0.89,2,46
31534589,Monoambiente arty en Cañitas,43084374,Facundo,,Palermo,-34.56617,-58.43699,Entire home/apt,1131,1,7,2019-03-09,1.33,1,317
31535164,Classic Recoleta neighborhood Apartment,59815171,Bárbara,,Recoleta,-34.58599,-58.39571,Entire home/apt,1549,3,4,2019-05-26,1.19,1,0
31535970,"Departamento a estrenar, muy luminoso, de 3 amb.",72012001,Paula,,Villa Ortuzar,-34.58242,-58.46965,Entire home/apt,921,3,5,2019-05-22,1.40,1,60
31536657,Modern Loft in Palermo Neighborhood,221035700,Facundo,,Palermo,-34.57426,-58.43979,Entire home/apt,1089,2,29,2019-06-28,5.09,1,255
31537550,Acogedor departamento en el corazón de San Telmo,236354235,Ricardo,,San Telmo,-34.61934,-58.3696,Entire home/apt,1508,2,18,2019-07-10,3.12,1,156
31537662,Hermosa y soleada habitación en Casa Amenábar!,161185309,Juan Cruz,,Palermo,-34.57504,-58.44265,Private room,754,5,0,,,1,364
31538614,Studio con vistas en el corazón de Palermo Soho,61057751,Lorena,,Palermo,-34.59141,-58.42701,Entire home/apt,1508,3,25,2019-06-27,4.55,2,0
31538952,Santa Luisa Hogar feminista,158966464,Clara,,Balvanera,-34.60061,-58.4072,Private room,503,7,0,,,1,299
31539022,AMAZING DESIGN LOFT- SAN TELMO BEST LOCATION!,166341942,Lucía & Facu,,San Telmo,-34.62607,-58.37299,Entire home/apt,1340,1,20,2019-07-13,5.00,1,151
31540185,Piso en  el casco historico de san Telmo.,230639633,Ro,,San Telmo,-34.61926,-58.3706,Entire home/apt,1298,2,14,2019-06-18,2.35,1,87
31540455,Recoleta a Pleno.,236103615,Caro,,Recoleta,-34.59069,-58.39099,Entire home/apt,1340,30,0,,,1,333
31540743,Departamento acogedor e iluminado en Palermo,57196367,Meli,,Palermo,-34.58299,-58.41267,Entire home/apt,2513,1,0,,,1,365
31540917,Duplex with Private Jacuzzi in Palermo Soho. 73m2,2591246,Juan,,Palermo,-34.58556,-58.42098,Entire home/apt,2848,3,3,2019-07-15,1.03,1,139
31540974,"Planta Baja en Palermo, a 5 cuadras del shopping.",22416659,Gabriela,,Recoleta,-34.59399,-58.41189,Entire home/apt,1382,1,2,2019-03-21,0.43,1,178
31541414,Tu lugar para disfrutar! Hermosa vista y ubicacion,103099994,Jaime,,Belgrano,-34.55478,-58.44955,Entire home/apt,2052,1,18,2019-07-14,3.02,1,308
31542077,Depto. 5* Sauna/Gym/Pileta Cubierta 30•C/Security,45364029,Adrián,,Palermo,-34.57673,-58.44026,Entire home/apt,3769,1,12,2019-07-11,2.13,2,161
31542095,Departamento en Palermo muy bien ubicado,27184495,Andrea,,Colegiales,-34.58152,-58.44417,Entire home/apt,1549,2,3,2019-04-19,0.53,1,365
31542566,Renovated building w/ swimming pool. For 6 people!,192853733,Alessia,,Retiro,-34.5928,-58.37872,Entire home/apt,1256,1,15,2019-06-15,2.59,28,339
31543189,2 room apartment for 5 people. Building with pool!,192853733,Alessia,,Retiro,-34.59473,-58.37917,Entire home/apt,1298,1,8,2019-06-09,1.52,28,355
31543684,Hermosa habitación,236425710,Jesica,,Villa Gral. Mitre,-34.60833,-58.4636,Private room,638,1,0,,,1,89
31544075,Studio in building with pool. Recycled!,192853733,Alessia,,Retiro,-34.59444,-58.3808,Entire home/apt,1173,1,19,2019-06-14,3.15,28,325
31544230,Studio with 2 beds. Central location in Bs As!,192853733,Alessia,,Retiro,-34.59476,-58.3807,Entire home/apt,1256,1,0,,,28,360
31544433,Studio at Bs As city center. Recycled! 2 beds,192853733,Alessia,,Retiro,-34.59472,-58.37952,Entire home/apt,1214,1,10,2019-06-15,1.69,28,360
31544870,Beautiful apartment for 4p. Unbeatable location!,192853733,Alessia,,Retiro,-34.5932,-58.37886,Entire home/apt,1298,1,9,2019-06-24,1.61,28,357
31547176,"Spotless apt. in a great location, balcony! Wi-Fi",5436934,Esteban,,Almagro,-34.62063,-58.41752,Entire home/apt,1105,5,1,2019-01-16,0.16,4,365
31550592,Consúltenos PALERMO- UNIVERSIDAD 2 ambientes,5695953,Urban Places,,Palermo,-34.59597,-58.41632,Entire home/apt,963,12,0,,,8,162
31550900,Modern & Luminous Apt in GreatLocation!,5436934,Esteban,,Almagro,-34.61938,-58.41739,Entire home/apt,1063,20,2,2019-07-10,0.54,4,365
31554135,"Casona Carranza. ""Familia de las CASONAS""",17379390,Nicolas,,Palermo,-34.58565,-58.44162,Private room,628,6,0,,,11,0
31554196,Habitación individual o doble en Palermo,36564453,Sandra,,Palermo,-34.57189,-58.43075,Private room,461,1,2,2019-04-23,0.54,9,273
31554589,Studio en Recoleta,230166563,Nora,,Recoleta,-34.58919,-58.40136,Entire home/apt,1382,2,1,2019-07-13,1,1,10
31555622,Moderno departamento con piscina en belgrano,15559410,Gabriela,,Nuñez,-34.55288,-58.45953,Entire home/apt,1549,4,11,2019-06-24,2.09,1,235
31555656,BE Acht Studio - Belgrano,26247019,Ekaterina,,Belgrano,-34.56587,-58.47136,Entire home/apt,3559,1,4,2019-07-11,0.81,2,362
31555770,Habitación living con sofá cama de dos plazas.,232657995,Juan,,Caballito,-34.62056,-58.43584,Private room,586,1,0,,,1,0
31555842,Hermoso Departamento en Palermo Cañitas,4097637,Sebastian,,Palermo,-34.56702,-58.43722,Entire home/apt,1801,1,5,2019-03-21,0.91,5,224
31556390,Amazing loft in the heart of Palermo Soho,48683748,Santos,,Palermo,-34.59012,-58.4281,Entire home/apt,2722,4,9,2019-07-07,1.99,1,85
31556587,Amplio y luminoso departamento en Saavedra,109907050,Matias,,Saavedra,-34.54863,-58.4903,Entire home/apt,1214,5,1,2019-05-03,0.40,1,0
31559685,Moderno Monoambiente en el corazón de La Boca,100355558,Cesar,,Boca,-34.63803,-58.36835,Entire home/apt,1089,2,12,2019-06-30,2.08,1,169
31560246,Hermosa casa Artistica en Congreso,126342384,Mika,,Balvanera,-34.61012,-58.39582,Private room,838,5,1,2019-02-06,0.19,1,90
31560377,Gran balcon con vista al rio en plena Recoleta,6062813,Joaquin,,Recoleta,-34.58684,-58.39609,Entire home/apt,2094,4,9,2019-06-09,1.60,23,160
31560741,ALQUILERES  TEMPORALES EN RECOLETA.,236526208,Magda  Elena,,Recoleta,-34.58799,-58.38634,Entire home/apt,2513,34,1,2019-07-08,1,4,324
31561278,SUNNY CARRANZA GUEST HOUSE in Palermo Hollywood,236563060,Milagros,,Palermo,-34.58483,-58.44043,Private room,838,2,1,2019-04-01,0.28,1,90
31561348,Cabello & Coronel Diaz - Palermo,155248477,ApartsBA,,Palermo,-34.58327,-58.40474,Entire home/apt,1675,3,0,,,33,218
31561718,espacio sucre,14646315,Jose,,Belgrano,-34.55262,-58.43652,Private room,1256,3,0,,,1,0
31561961,Puerto Madero Big Studio with Pool!,48164656,Syl,,San Telmo,-34.61587,-58.36795,Entire home/apt,3141,6,0,,,14,79
31564175,Exclusivo apartamento con terraza privada.,96603802,Maria,,Palermo,-34.56526,-58.43539,Entire home/apt,3224,2,0,,,1,132
31564520,Cozy place,3027143,Clara,,Palermo,-34.56812,-58.44347,Private room,1340,1,0,,,1,270
31565413,apartamento barrio turistico,40032138,Paula,,San Nicolas,-34.60089,-58.38706,Entire home/apt,1340,7,0,,,6,180
31565804,Departamento - La mejor ubicación en Palermo Soho,236604533,Romi Y Matias,,Palermo,-34.58881,-58.42228,Entire home/apt,1884,2,14,2019-07-07,2.69,1,153
31565851,MIRAGE TOWER,59424795,Mirage Tower,,Chacarita,-34.58891,-58.44019,Entire home/apt,1884,1,7,2019-05-19,1.51,2,164
31566045,La Casa Blanca y Violeta,4705218,Jimena,,Villa Urquiza,-34.56917,-58.48847,Entire home/apt,544,1,17,2019-07-15,3.17,1,220
31566319,Belle View,669759,Oasis,,Palermo,-34.58138,-58.42332,Entire home/apt,3978,3,1,2019-04-22,0.35,30,359
31566320,Portobello Road,669759,Oasis,,Palermo,-34.58201,-58.44221,Entire home/apt,6281,4,0,,,30,359
31566336,Woods City,669759,Oasis,,Nuñez,-34.54347,-58.46148,Entire home/apt,4397,4,0,,,30,364
31566469,"Habitación para 2, Camas Individuales ""Antü Malen""",190280341,Natasha,,Villa Urquiza,-34.57701,-58.4886,Private room,383,6,0,,,2,88
31567083,Modern Apartment w/terrace (Retiro-Catalinas area),49069906,Pablo,,San Nicolas,-34.60015,-58.37188,Entire home/apt,1298,3,19,2019-07-11,4.42,8,159
31567786,Exclusive House in Palermo Hollywood! 9 pax,1021694,Tomas,,Chacarita,-34.58857,-58.4447,Entire home/apt,9422,1,32,2019-07-09,5.45,9,79
31567833,Ideal viajeros x trámites en caba ciudad de bs as,218481616,Patricia,,San Nicolas,-34.59995,-58.37225,Entire home/apt,6993,3,0,,,1,15
31568132,"Nuevo, a 2’ del Obelisco, balcón y cochera !",3587094,Marlene,,San Nicolas,-34.60748,-58.38597,Entire home/apt,1382,6,6,2019-05-29,1.08,15,334
31568523,Una habitación en Paternal  p/ turistas.,215020778,Noelia,,Villa Santa Rita,-34.61666,-58.47612,Private room,638,1,0,,,1,365
31568717,Apartamento Belmonte V moderno luminoso categoría,94414511,Sergio,,Villa Luro,-34.63762,-58.49885,Entire home/apt,1190,2,9,2019-07-09,1.64,6,174
31569202,Un espacio tranquilo y armonioso donde hospedarse,236636481,Sofia,,Chacarita,-34.58463,-58.45181,Private room,628,3,2,2019-03-11,0.44,1,24
31569481,"9 pax House - Patio, Pool & BBQ in Palermo Soho",1021694,Tomas,,Palermo,-34.58314,-58.42913,Entire home/apt,8375,1,33,2019-07-12,5.63,9,75
31569586,INCREÍBLE DEPARTAMENTO EN CAÑITAS/PALERMO,18881902,Clara,,Palermo,-34.57621,-58.42932,Entire home/apt,3350,5,0,,,1,363
31570463,Habitación en Belgrano,106124392,Belen,,Belgrano,-34.55775,-58.45635,Private room,419,7,3,2019-06-18,0.57,1,331
31571834,"Excelente dúplex en recoleta!!
Dos patios privados",145077921,Maggie,,Recoleta,-34.59429,-58.40026,Entire home/apt,3518,2,0,,,1,122
31579469,#21 - Departamento en OFERTA 20% para 30 noches!!!,73350585,Maria Elena,,Constitucion,-34.61777,-58.38066,Entire home/apt,1089,7,5,2019-07-07,1.14,20,341
31579850,Monoambiente equipado en villa urquiza,130670169,Maiten,,Villa Ortuzar,-34.58453,-58.46601,Entire home/apt,1214,7,0,,,1,0
31579862,Departamento 2 domritorios . Excelente . Palermo,3263312,Agustin,,Palermo,-34.58397,-58.44104,Entire home/apt,1633,3,4,2019-04-15,0.71,4,0
31581538,Casa en villa crespo,235433517,Natalia,,Chacarita,-34.58911,-58.44321,Private room,712,3,8,2019-07-05,1.97,5,167
31582717,"Las Cañitas, habitación luminosa",219307944,Productive Home,,Palermo,-34.56896,-58.43326,Private room,2094,2,0,,,3,89
31584761,Two blocks away from Teatro Colon! WIFI +SUBE card,190129744,Norma,,San Nicolas,-34.59966,-58.37888,Entire home/apt,1298,3,8,2019-07-14,2.45,1,189
31585813,Lovely and comfortable apartment in Belgrano,66092629,Sofìa,,Colegiales,-34.57222,-58.44399,Entire home/apt,1131,3,12,2019-06-30,2.13,1,309
31587208,Mate’s ranch,236777430,Mateo,,Palermo,-34.59684,-58.41736,Private room,628,1,2,2019-02-11,0.35,1,318
31587505,Luminoso depto.,182999585,Emmanuel,,Belgrano,-34.55785,-58.44499,Shared room,1005,1,19,2019-07-14,3.18,2,356
31587873,Sunny new Suite IV,63255906,Ivanna Y Germán,,Palermo,-34.59666,-58.42307,Entire home/apt,1591,1,6,2019-06-30,1.01,13,350
31588683,Luminoso y hermoso departamento con piscina.,109934014,Natalia,,Belgrano,-34.56437,-58.46866,Entire home/apt,1591,4,3,2019-06-26,0.87,1,77
31589059,Chill & relax en Villa Urquiza,44793202,Carlos,,Villa Urquiza,-34.56973,-58.47709,Entire home/apt,1089,1,3,2019-04-22,0.83,1,164
31589262,Lush Historical Belgrano Home,61151990,Maria,,Belgrano,-34.55955,-58.46228,Private room,1256,1,1,2019-03-12,0.24,1,268
31590194,Studio Apartment✯✯✯✯✯1 bed Buenos Aires CityCenter,236801223,Monica,,San Nicolas,-34.60843,-58.38732,Entire home/apt,1256,1,15,2019-07-09,3.31,1,286
31590300,Beautiful Private Room / Palermo Soho,3167030,Diego,,Palermo,-34.58494,-58.42635,Private room,1466,5,0,,,1,365
31590882,Family & cozy place,10313697,Clara,,Palermo,-34.56875,-58.4416,Private room,1047,1,0,,,1,179
31591808,Warm and quiet one bedroom apartment in Saavedra,35387236,Victoria,,Saavedra,-34.557,-58.49227,Entire home/apt,1089,2,5,2019-05-19,1.36,1,104
31592629,ALQUILER DE HABITACIÓN EN DEPARTAMENTO COMPARTIDO,236822183,Rita,,Almagro,-34.59988,-58.42759,Private room,544,7,2,2019-05-05,0.46,1,364
31592660,Dpto para 4 en INMEJORABLE zona de Buenos Aires,236822140,Ivan,,Palermo,-34.58498,-58.42246,Entire home/apt,1508,2,21,2019-07-10,5.16,1,301
31593303,Linda habitación en Parque Patricios,175533063,Sebastián,,Parque Patricios,-34.63171,-58.40884,Private room,425,3,7,2019-05-31,1.48,5,13
31593927,PALERMO HOLLYWOOD - GORRITI LOFT EXPERIENCE  92m2,236832989,Martin,,Palermo,-34.58219,-58.43929,Entire home/apt,1759,1,38,2019-07-03,6.55,1,128
31595116,"Impressive 4BR House Private Pool, Courtyard & BBQ",63749523,Dominic,,Palermo,-34.59451,-58.42364,Entire home/apt,35594,5,0,,,2,339
31595420,CACTUS COLIVING Palermo • Shared room/compartida,109700438,Cactus Coliving Palermo,,Palermo,-34.5824,-58.42575,Shared room,503,1,4,2019-04-26,0.78,8,257
31595553,Luminoso Departamento en San Telmo,236848592,Diego,,Monserrat,-34.61149,-58.36786,Entire home/apt,1256,4,6,2019-07-12,1.50,2,72
31596403,Lovely Apt in Palermo Queens,13671410,Ezequiel,,Villa Crespo,-34.59891,-58.43415,Entire home/apt,1466,2,7,2019-07-06,1.81,2,307
31597171,Perfect 2rooms apt in Palermo Soho/Balcony & pool,22892406,Sylvia,,Palermo,-34.58378,-58.42695,Entire home/apt,1382,7,8,2019-06-25,1.49,1,33
31597309,Junin boutique,141739305,Marcela,,Recoleta,-34.59086,-58.39481,Entire home/apt,2931,2,0,,,1,173
31598172,"A707 Modern Building Studio Concord Callao Suite A707 w/Pool, Gym, Sauna and 24hr security",20907367,Marcela,,Recoleta,-34.59464,-58.39398,Entire home/apt,1968,5,0,,,53,55
31598764,Departamento moderno en recoleta!!,62923212,Lucas,,Recoleta,-34.58706,-58.40255,Entire home/apt,2596,1,0,,,1,0
31598833,Departamento caballito,229897435,Veronica,,Caballito,-34.62396,-58.42887,Private room,595,1,0,,,1,179
31599368,Your home in the heart of Palermo Soho,235332288,Nicolás,,Palermo,-34.5886,-58.42888,Entire home/apt,3518,5,0,,,1,0
31600936,PALERMO /BELGRANO STUDIO great location and pool,99430075,Viviana,,Palermo,-34.57373,-58.44168,Entire home/apt,2387,10,1,2019-05-20,0.52,5,364
31602819,Be a local in CasablancaBA. Cozy and modern studio,21150837,Jimena Y Jeronimo,,Recoleta,-34.59723,-58.41516,Entire home/apt,1508,2,8,2019-07-08,1.90,1,85
31609398,"Silencioso en pleno ""PALERMO"" Silencioso de verdad",230027057,Hugo,,Palermo,-34.59411,-58.41593,Entire home/apt,1508,3,3,2019-04-10,0.60,2,321
31612674,Cozy apartment | Cálido depto en Palermo,76212571,Maggie,,Palermo,-34.5817,-58.40533,Entire home/apt,1131,3,10,2019-07-12,3.26,1,120
31612824,Estudio en la zona de Plaza San Martín,43538494,Cecilia,,San Nicolas,-34.59957,-58.37381,Entire home/apt,1047,2,11,2019-06-29,2.17,1,169
31613968,Dormitorio grande y luminoso en Recoleta/Retiro.,227980045,Mercedes,,Retiro,-34.59461,-58.38632,Private room,1256,1,0,,,3,349
31614672,Imperdible dpto en Palermo Chico+Netflix+Nespresso,158429013,Macu,,Palermo,-34.58031,-58.40742,Entire home/apt,3141,3,7,2019-07-03,1.49,1,361
31615666,"Excelente ubicación , con cochera para auto",167744859,Orlando,,Almagro,-34.60683,-58.41836,Entire home/apt,1298,1,29,2019-07-12,4.94,1,135
31617104,CACTUS COLIVING Palermo • Shared room/compartida,109700438,Cactus Coliving Palermo,,Palermo,-34.58313,-58.42546,Shared room,503,1,8,2019-04-26,1.54,8,257
31617493,Luminoso piso en RECOLETA,146042493,Carlos Adolfo,,Recoleta,-34.59643,-58.39939,Entire home/apt,2094,4,0,,,1,363
31618426,"AMAZING VIEW, fantastic apt in Palermo, BA's best!",118408491,Trini,,Palermo,-34.57502,-58.42348,Entire home/apt,6700,3,10,2019-06-30,1.97,1,194
31618798,Departamento En palermo con pileta.,170274532,TaMara,,Palermo,-34.58288,-58.42305,Entire home/apt,1508,1,5,2019-03-04,1.00,1,0
31618891,CasaPulenta,54682751,Gastón,,Almagro,-34.61157,-58.41645,Private room,838,2,0,,,1,364
31619807,Your home in the heart of Palermo!,80322790,Kathleen,,Palermo,-34.58157,-58.41225,Entire home/apt,1298,7,2,2019-04-17,0.58,2,10
31620343,Cool & Bright 1BR  in P Hollywood + SwimmingPool,132838002,Juan,,Palermo,-34.58382,-58.43074,Entire home/apt,3141,7,0,,,33,227
31621506,Full bright apartment in Palermo Soho,152470240,Ian,,Palermo,-34.59136,-58.43132,Entire home/apt,1298,1,7,2019-04-03,1.24,1,318
31621626,Great new apartment in Recoleta!!!,76822939,Sol,,Recoleta,-34.59001,-58.40538,Entire home/apt,2303,2,10,2019-06-12,2.21,2,40
31621973,Inmejorable Apartamento en RECOLETA !,235541016,Lucas,,Recoleta,-34.59541,-58.39243,Entire home/apt,1005,4,1,2019-02-24,0.21,1,318
31622922,Monoambiente entero apto parejas o solo travelers,168765586,Liliana,,Parque Patricios,-34.63595,-58.39977,Entire home/apt,838,2,1,2019-02-28,0.22,1,0
